asset_id,business_type,industry,postcode,latitude,longitude,asset_value,annual_revenue,coverage_limit
VIC1455,trade_supplier,construction,3977,-38.132139,145.298027,1862917.04,3156819.87,267839.01
VIC1456,metal_fabrication,manufacturing,3825,-38.187904,146.25384,1703267.88,,180119.84
VIC1457,building_services_office,construction,3630,-36.388047,145.440961,183518.9,275332.25,25000
VIC1458,document_storage,storage,3065,-37.794929,144.971198,746753.65,773372.45,115434.13
VIC1459,data_centre_small,technology,3000,-37.817974,144.975602,1486203.91,1128619.83,208988.56
VIC1460,catering_kitchen,hospitality,3020,-37.789439,144.850706,438791.32,192335.22,25000
VIC1461,cafe,hospitality,3228,-38.319556,144.308055,309896.24,215287.13,25000
VIC1462,furniture_store,retail,3153,-37.840552,145.25453,1283619.77,2676464.95,102378.7
VIC1463,consulting_office,professional_services,3065,-37.793031,144.970026,2681972.07,4378743.98,406375.07
VIC1464,wholesale_food_supplier,wholesale_trade,3450,-37.079161,144.223717,1056361.98,1163126.26,185399.23
VIC1465,plant_hire_yard,construction,3953,-38.465809,145.930838,1278135.17,2157049.3,170687.22
VIC1466,dental_practice,healthcare,3199,-38.130972,145.107246,1135570.28,578242.07,153360.43
VIC1467,clinic,healthcare,3182,-37.873972,144.981011,662401.99,247434.6,127483.77
VIC1468,motel,tourism,3053,-37.792506,144.95991,502542.61,171458.15,42853.85
VIC1469,software_office,technology,3008,-37.817804,144.939338,579424.79,807169.2,68459.37
VIC1470,cold_storage,logistics,3061,-37.65352,144.945526,3143664.39,5745022.7,195547.75
VIC1471,trade_wholesaler,wholesale_trade,3043,-37.702539,144.881923,5000414.41,10788459.18,749416.51
VIC1472,supermarket,retail,3977,-38.11172,145.279818,693078.65,697648.13,106962.21
VIC1473,winery_cellar_door,tourism,3233,-38.759409,143.659011,571182.18,1143434.57,110739.9
VIC1474,car_dealership,automotive,3182,-37.867138,144.996788,495388.88,689565.5,47734.75
VIC1475,furniture_store,retail,3072,-37.753581,145.01177,1306760.13,,84381.04
VIC1476,legal_practice,professional_services,3008,-37.824142,144.948123,1653433.54,3461766.7,317669.53
VIC1477,pub,hospitality,3630,-36.405563,145.403602,231986.25,415518.94,37731.47
VIC1478,panel_beater,automotive,3300,-37.75954,142.030768,393289.79,801440.54,59001.6
VIC1479,accounting_firm,professional_services,3220,-38.171202,144.33907,316030.34,244898.42,51028.71
VIC1480,supermarket,retail,3000,-37.819627,144.956825,1091682.93,1589537.45,210427.84
VIC1481,training_centre,education,3953,-38.482118,145.948052,424468.04,,85343.38
VIC1482,commercial_kitchen,food_and_beverage,3065,-37.793999,144.976105,362382.2,500466.4,58808.7
VIC1483,bakery,hospitality,3192,-37.961855,145.074404,549772.41,1101083.19,117673.63
VIC1484,real_estate_agency,professional_services,3199,-38.12531,145.139979,432080.98,334714.05,94172.9
VIC1485,contractor_office,construction,3168,-37.914062,145.129788,2704299.71,4554335.98,253181.18
VIC1486,office,professional_services,3825,-38.19434,146.266837,198358.37,289001.05,38315.73
VIC1487,entertainment_venue,recreation,3072,-37.753236,144.989804,1680712.47,3236087.25,76198.43
VIC1488,facility_management_office,property_services,3000,-37.82098,144.957992,592044.02,1224357.86,84952.9
VIC1489,equipment_storage,storage,3018,-37.8524,144.838048,3732286.65,4465413.65,713625.87
VIC1490,accounting_firm,professional_services,3550,-36.74219,144.302537,1663472.43,2837602.99,315706.53
VIC1491,accounting_firm,professional_services,3140,-37.773682,145.348233,1758850.16,1945854.29,73606.59
VIC1492,dental_practice,healthcare,3233,-38.757944,143.674648,684563.07,750554.75,139080.92
VIC1493,allied_health_centre,healthcare,3030,-37.883219,144.655489,1816011.87,557261.86,341641.1
VIC1494,restaurant,hospitality,3174,-37.956383,145.153378,509701.62,693225.18,56028.35
VIC1495,light_manufacturing,manufacturing,3170,-37.944867,145.17725,733979.25,,44506.16
VIC1496,supermarket,retail,3199,-38.145835,145.154529,3358615.45,6642735.46,289766.88
VIC1497,catering_kitchen,hospitality,3020,-37.791695,144.820196,1340085.28,2382113.77,181068.96
VIC1498,materials_yard,construction,3810,-38.049133,145.493117,1156848.54,1283230.8,87806.32
VIC1499,facility_management_office,property_services,3550,-36.730027,144.294369,4012170.62,3372519.38,611885.59
VIC1500,architecture_studio,professional_services,3300,-37.747211,141.990922,847376.9,903248.12,52847.97
VIC1501,contractor_office,construction,3690,-36.129058,146.854931,1293607.93,1016584.92,192413.98
VIC1502,packaging_facility,manufacturing,3550,-36.722026,144.271624,1193082.06,1678722.58,248644.87
VIC1503,consulting_office,professional_services,3677,-36.346755,146.342927,768511.91,564805.78,89095.11
VIC1504,dental_practice,healthcare,3875,-37.825097,147.630436,1503824.68,2043806.99,219155.84
VIC1505,real_estate_agency,professional_services,3065,-37.794635,144.969094,202606.22,236513.92,43417.39
VIC1506,office,professional_services,3056,-37.764763,144.967388,998080.22,2064033.62,191732.21
VIC1507,catering_kitchen,hospitality,3006,-37.825922,144.960862,277145.78,124051.41,25000
VIC1508,pub,hospitality,3000,-37.80687,144.965702,181731.57,378293.96,39517.88
VIC1509,plant_hire_yard,construction,3931,-38.233331,145.047287,1061801.75,980984.67,205376.18
VIC1510,training_centre,education,3660,-37.014586,145.122327,3284710.15,2055247.76,349401.25
VIC1511,clothing_store,retail,3170,-37.925521,145.149895,3072332.02,3701546.22,538297.21
VIC1512,refrigerated_storage,storage,3931,-38.212492,145.052397,1174426.86,861984.12,212466.93
VIC1513,pharmacy_retail,retail,3175,-37.972424,145.186862,1973381.43,2906676.82,395970.24
VIC1514,beverage_processor,food_and_beverage,3672,-36.556387,145.966108,2118270.83,1834592.61,428600.03
VIC1515,pub,hospitality,3000,-37.820228,144.960052,740774.77,1375648.06,75584.75
VIC1516,mechanic_workshop,automotive,3672,-36.545995,145.958461,3419779.82,4431269.02,664113.05
VIC1517,training_centre,education,3220,-38.140096,144.364839,3020334.39,3798384.44,338664.96
VIC1518,furniture_store,retail,3011,-37.804647,144.883025,182259.53,207157.54,28078.11
VIC1519,facility_management_office,property_services,3995,-38.611195,145.574824,1068530.66,597658.14,185254.18
VIC1520,clinic,healthcare,3995,-38.605741,145.58247,629007.51,846347.82,36226.79
VIC1521,supermarket,retail,3226,-38.250578,144.528224,585874.48,536139.13,84914.41
VIC1522,medical_imaging_clinic,healthcare,3305,-38.361701,141.618045,265282.46,480366.01,25000
VIC1523,contractor_office,construction,3134,-37.824658,145.207929,11280507.25,5971324.74,2469854.1
VIC1524,taxi_operations_base,transport,3061,-37.661896,144.934736,4989055.55,4547596.26,687370.19
VIC1525,packaging_facility,manufacturing,3043,-37.726732,144.880114,679975.7,1231007.14,90471.25
VIC1526,aged_care_facility,healthcare,3585,-35.321422,143.551937,5339631.04,5372950.81,242744.12
VIC1527,aged_care_facility,healthcare,3134,-37.831629,145.212146,2411613.89,3839935.81,234485.17
VIC1528,packaging_facility,manufacturing,3690,-36.127541,146.92488,2013292.43,1241698.32,219538.1
VIC1529,refrigerated_storage,storage,3136,-37.779779,145.262054,1080626.33,1600087.66,95578.71
VIC1530,freight_depot,logistics,3030,-37.910864,144.673578,1332932.24,1406359.86,77173.82
VIC1531,hardware_store,retail,3058,-37.746357,144.948925,855677.69,1091134.95,125132.64
VIC1532,beverage_distributor,wholesale_trade,3056,-37.773368,144.958625,432591.22,875122.81,56718.28
VIC1533,office,professional_services,3056,-37.779609,144.96196,532666.75,176414.26,72439.52
VIC1534,pharmacy_retail,retail,3121,-37.820907,144.990761,1348491.9,1286644.59,248559.58
VIC1535,dental_practice,healthcare,3121,-37.817943,144.992973,2473890.69,3021780.75,132831.64
VIC1536,packaging_facility,manufacturing,3730,-35.997078,146.008415,1150241.78,2454979.06,204911.9
VIC1537,cold_storage,logistics,3043,-37.721515,144.888888,2752771.7,2975440.37,143715.79
VIC1538,transport_office,transport,3121,-37.818104,145.009009,491233.38,1062730.08,78400.78
VIC1539,distribution_centre,logistics,3630,-36.370326,145.409358,1545541.81,1067351.3,113056.81
VIC1540,hardware_store,retail,3465,-37.052004,143.730426,2622111.51,3165583.74,480937.49
VIC1541,electronics_store,retail,3008,-37.815028,144.9449,2415465.91,2174508.88,256934.51
VIC1542,plant_hire_yard,construction,3174,-37.957733,145.167581,1781206.86,669797.89,345375.74
VIC1543,plant_hire_yard,construction,3018,-37.880521,144.812436,486132.14,409713.88,99651.82
VIC1544,brewery,food_and_beverage,3175,-37.962424,145.21143,2312498.54,2908856.42,346544.29
VIC1545,bakery,hospitality,3228,-38.320755,144.334597,336568.88,521728.02,33820.7
VIC1546,plumbing_wholesaler,wholesale_trade,3730,-36.025572,145.988205,1935996.49,1562310.81,105173.09
VIC1547,building_services_office,construction,3840,-38.23177,146.366352,2921874.67,5069524.69,189702.28
VIC1548,equipment_storage,storage,3350,-37.538843,143.85922,1352225.01,423166.08,101936.37
VIC1549,self_storage_facility,storage,3171,-37.962216,145.170334,8171677.11,5182617.76,1585650.03
VIC1550,electronics_store,retail,3011,-37.799692,144.89271,552778.26,624454.07,98121.2
VIC1551,architecture_studio,professional_services,3000,-37.809928,144.966584,288482.44,603094.85,25000
VIC1552,cold_storage,logistics,3810,-38.076701,145.459795,1852124.22,1498901.7,140178.74
VIC1553,transport_office,transport,3020,-37.803856,144.818127,235079.19,102715.16,34919.34
VIC1554,transport_office,transport,3175,-37.985492,145.193265,16980329.01,5865524.37,1570659.3
VIC1555,dental_practice,healthcare,3065,-37.79437,144.987123,811644.96,1131042.07,161665.83
VIC1556,distribution_centre,logistics,3672,-36.547195,145.977813,641762.57,603491.92,120417.38
VIC1557,materials_yard,construction,3189,-37.955512,145.06028,3114869.59,1112405.17,379056.3
VIC1558,trade_wholesaler,wholesale_trade,3170,-37.935653,145.179798,3425337.44,4069658.29,376501.57
VIC1559,metal_fabrication,manufacturing,3220,-38.165681,144.329311,4165300.87,5978681.42,697801.42
VIC1560,electronics_store,retail,3672,-36.536648,145.965221,300195.35,426395.6,25000
VIC1561,pharmacy_retail,retail,3000,-37.808685,144.966128,315888.39,238578.76,36610.09
VIC1562,security_services_office,property_services,3072,-37.754146,145.012396,3883301.95,6427403.39,740768.26
VIC1563,food_processing,manufacturing,3170,-37.927985,145.1426,5165753.6,6979175.51,810772.65
VIC1564,supermarket,retail,3233,-38.766088,143.664529,737780.64,235058.71,31193
VIC1565,vocational_campus,education,3888,-37.690076,148.446057,420093.54,870065.14,25000
VIC1566,hardware_store,retail,3228,-38.327771,144.30527,1149047.77,1602740.57,128892.83
VIC1567,pharmacy_retail,retail,3030,-37.913207,144.72036,797011.31,1635803.5,129250.19
VIC1568,cafe,hospitality,3672,-36.549203,145.99893,150000,100000,28829.94
VIC1569,hardware_store,retail,3300,-37.760691,142.011857,362959.62,647336.15,50917.96
VIC1570,tyre_service,automotive,3006,-37.821734,144.959765,1087274,2064447.59,156292.83
VIC1571,trade_supplier,construction,3672,-36.551006,145.958912,862628.29,1723552.87,102643.32
VIC1572,takeaway_food,hospitality,3220,-38.15672,144.327983,1340894.63,2651819.26,204650.46
VIC1573,private_college,education,3121,-37.812976,144.995518,2500478.23,,337153.85
VIC1574,clothing_store,retail,3660,-37.017497,145.149775,173867.55,381271.03,25000
VIC1575,cafe,hospitality,3066,-37.80884,144.990696,157119.24,,25000
VIC1576,motel,tourism,3189,-37.932946,145.063958,1110374.29,,179337.64
VIC1577,wholesale_food_supplier,wholesale_trade,3020,-37.776312,144.816105,309649.99,628865.26,25000
VIC1578,bakery,hospitality,3995,-38.628195,145.592923,414669.86,362889.89,38965.84
VIC1579,hardware_store,retail,3730,-36.035149,146.006919,1194554.21,783251.97,233309.8
VIC1580,furniture_store,retail,3030,-37.913597,144.657408,2995733.79,2569572.52,491019.79
VIC1581,plant_hire_yard,construction,3008,-37.82261,144.941247,1716223.05,2286792.56,191324.22
VIC1582,dental_practice,healthcare,3280,-38.370141,142.471823,295866.97,494443.26,62571.47
VIC1583,emergency_services_support,essential_services,3630,-36.404019,145.383333,1700644.5,3091968.42,170893.25
VIC1584,visitor_centre,tourism,3660,-37.040416,145.155418,413829.88,341801.22,72010.73
VIC1585,aged_care_facility,healthcare,3076,-37.662815,145.006975,1939688.75,3008767.74,402440.76
VIC1586,trade_supplier,construction,3011,-37.799713,144.911665,706345.21,1091024.32,121775
VIC1587,food_processing,manufacturing,3337,-37.710256,144.574635,6535809.05,10818184.91,853539.41
VIC1588,document_storage,storage,3175,-37.986142,145.213914,1303386.6,1927522.94,133293.77
VIC1589,furniture_store,retail,3250,-38.337646,143.604417,1341548.36,,188890.12
VIC1590,food_processing,manufacturing,3018,-37.85697,144.847726,3850819.86,4216702.43,560018.52
VIC1591,cleaning_services_depot,property_services,3056,-37.764642,144.945115,150000,194091.78,25000
VIC1592,takeaway_food,hospitality,3192,-37.972789,145.059677,223528.11,344773.83,25000
VIC1593,motel,tourism,3233,-38.757467,143.659109,241668.04,100000,25000
VIC1594,beverage_processor,food_and_beverage,3171,-37.948122,145.143444,2227790.06,1980059.69,456236.24
VIC1595,contractor_office,construction,3888,-37.690339,148.448961,792560.1,830593.39,39976.04
VIC1596,electronics_store,retail,3008,-37.820179,144.938023,679010.35,1073538.22,84945.62
VIC1597,architecture_studio,professional_services,3450,-37.065233,144.225581,325648.6,501193.5,38389.76
VIC1598,training_centre,education,3020,-37.782186,144.809645,2021092.06,900572.8,122179.55
VIC1599,holiday_apartments,tourism,3677,-36.339154,146.283733,150000,115712.65,25000
VIC1600,childcare_centre,education,3008,-37.812079,144.954184,617444.02,1351305.38,62262.51
VIC1601,warehouse,logistics,3199,-38.167295,145.126628,2294819.23,,129427.06
VIC1602,bakery,hospitality,3020,-37.794901,144.821057,796114.57,471375.07,60647.1
VIC1603,restaurant,hospitality,3066,-37.801726,144.988369,349785.88,324068.54,27182.8
VIC1604,strata_management_office,property_services,3053,-37.797491,144.972517,2627602.71,,153926.06
VIC1605,winery_cellar_door,tourism,3741,-36.721929,146.95956,1251670.29,1887921.25,197686.41
VIC1606,timber_processing,manufacturing,3931,-38.232293,145.0295,2545182.51,2337392.87,248605.52
VIC1607,parts_supplier,automotive,3465,-37.041314,143.7253,1401768.68,2406465.99,122531.84
VIC1608,document_storage,storage,3028,-37.886381,144.778753,8854205.15,17627106.38,1812244.24
VIC1609,electrical_wholesaler,wholesale_trade,3018,-37.866511,144.839951,752127.04,1431702.98,93498.3
VIC1610,beverage_distributor,wholesale_trade,3030,-37.907079,144.623637,1436153.36,2485413.54,120504.48
VIC1611,disability_service_office,community_services,3564,-36.128241,144.724596,637191.62,386488.55,92617.96
VIC1612,cafe,hospitality,3630,-36.401034,145.394588,861767.42,1466419.79,188193.45
VIC1613,software_office,technology,3953,-38.496392,145.954331,1125791.24,1021610.99,133108.02
VIC1614,restaurant,hospitality,3061,-37.664046,144.942376,1280460.81,852714.44,253331.95
VIC1615,warehouse,logistics,3677,-36.360179,146.315882,2081893.38,1189153.76,282755
VIC1616,pharmacy,healthcare,3053,-37.800267,144.966747,943027.04,1181208.9,107325.19
VIC1617,mechanic_workshop,automotive,3228,-38.319508,144.346575,2707609.76,3621359.17,210242.51
VIC1618,trade_supplier,construction,3011,-37.794994,144.919333,2797291.23,3739342.44,187694.24
VIC1619,dental_practice,healthcare,3340,-37.696394,144.436154,3457535.97,3369899.94,138922.3
VIC1620,managed_services_office,technology,3677,-36.3628,146.345741,774488.53,445927.78,143920.88
VIC1621,plumbing_wholesaler,wholesale_trade,3047,-37.67873,144.933442,2359702.76,3826402.57,502054.46
VIC1622,office,professional_services,3072,-37.747291,145.014427,733258.48,1022185.87,91516.59
VIC1623,supermarket,retail,3250,-38.343328,143.584846,387915.96,809831.75,54719.03
VIC1624,hardware_store,retail,3140,-37.775545,145.342829,3327700.76,7081145.01,247971.83
VIC1625,bakery,hospitality,3028,-37.845438,144.747998,334962.78,399876.33,72754.72
VIC1626,trade_supplier,construction,3028,-37.881021,144.770954,2244009.23,1698653.58,342586.43
VIC1627,trade_supplier,construction,3006,-37.818633,144.964186,717015.58,1065750.26,128485.13
VIC1628,security_services_office,property_services,3840,-38.22451,146.419782,177460.72,117656.79,25000
VIC1629,electronics_store,retail,3233,-38.750477,143.69055,4988905.1,7957811.45,1081513.4
VIC1630,catering_kitchen,hospitality,3192,-37.975361,145.070678,614264.4,921095.65,83762.15
VIC1631,dental_practice,healthcare,3020,-37.800534,144.856252,1053666.81,1147559.26,222308.54
VIC1632,timber_processing,manufacturing,3018,-37.883237,144.821998,4019152.4,5124224.02,380025.79
VIC1633,cleaning_services_depot,property_services,3121,-37.807535,144.999147,246990.26,252328.4,43518.53
VIC1634,panel_beater,automotive,3850,-38.109871,147.056654,993119.94,432442.23,134563.13
VIC1635,restaurant,hospitality,3465,-37.053458,143.729456,627613.06,1191783.18,106292.75
VIC1636,warehouse,logistics,3500,-34.16603,142.192632,2752141.65,3591653.17,515291.68
VIC1637,dental_practice,healthcare,3182,-37.872405,144.974382,2396756.4,3770349.68,385940.14
VIC1638,childcare_centre,education,3909,-37.876801,148.005535,2282620.12,1904411.59,302839.07
VIC1639,metal_fabrication,manufacturing,3020,-37.793201,144.822312,2410635.97,4031365.33,243755.55
VIC1640,trade_supplier,construction,3168,-37.9298,145.144753,469165.38,579259.87,26977.51
VIC1641,tutoring_centre,education,3053,-37.799987,144.958139,1275655.61,530497.69,113380.15
VIC1642,dental_practice,healthcare,3175,-37.996934,145.202844,1519337.57,1011210.73,248930.31
VIC1643,data_centre_small,technology,3140,-37.753366,145.342591,1568139.9,2561371.67,322961.29
VIC1644,furniture_store,retail,3677,-36.36293,146.314681,916257.14,929230.83,171251.5
VIC1645,catering_kitchen,hospitality,3280,-38.363166,142.485835,928403.01,574621,45984.58
VIC1646,building_services_office,construction,3171,-37.945049,145.175286,1777540.98,3256492.59,355963.82
VIC1647,real_estate_agency,professional_services,3350,-37.538972,143.872846,1045735.92,1441333.27,220431.73
VIC1648,irrigation_supplier,agriculture,3377,-37.296459,142.92433,2285814.44,2767230.33,327338.53
VIC1649,accounting_firm,professional_services,3030,-37.907981,144.769365,883392.56,775691.95,141889.47
VIC1650,metal_fabrication,manufacturing,3020,-37.78206,144.818131,1879065.89,2300707.06,147612.78
VIC1651,legal_practice,professional_services,3977,-38.113322,145.252239,2277023.68,2309279.14,396531.88
VIC1652,materials_yard,construction,3690,-36.142312,146.909176,4111758.33,2155863.32,852263.26
VIC1653,distribution_centre,logistics,3400,-36.735853,142.194391,2488062.48,3908730.6,419816.08
VIC1654,managed_services_office,technology,3690,-36.123586,146.885385,1677649.43,884609.59,136413.42
VIC1655,allied_health_centre,healthcare,3000,-37.814041,144.964367,153740.19,100000,30206.02
VIC1656,childcare_centre,education,3000,-37.817418,144.95508,3041536.43,5301933.62,326752.23
VIC1657,cafe,hospitality,3065,-37.789877,144.977724,1475190.47,1370312.83,191424.95
VIC1658,takeaway_food,hospitality,3182,-37.860272,144.989944,158753.99,304219.83,25353.46
VIC1659,dairy_processor,food_and_beverage,3006,-37.82409,144.956757,1559403.98,3412400.03,276445.01
VIC1660,food_processing,manufacturing,3630,-36.400689,145.364387,3263318.52,6438024.82,557752.74
VIC1661,pharmacy_retail,retail,3030,-37.928799,144.651241,195939.77,226644.55,37515.04
VIC1662,trade_wholesaler,wholesale_trade,3233,-38.752357,143.661822,2122022.62,1949109.73,400652.85
VIC1663,cold_storage,logistics,3140,-37.773664,145.357065,4618767.08,4874212.02,577403.16
VIC1664,bakery_factory,food_and_beverage,3280,-38.409652,142.488585,1660005.81,933965.7,283226.55
VIC1665,transport_office,transport,3465,-37.067603,143.735943,4174410.92,2761750.01,463523.48
VIC1666,supermarket,retail,3192,-37.968401,145.056185,159243.81,331950.59,25000
VIC1667,accounting_firm,professional_services,3909,-37.865394,147.975452,452602.8,986627.88,96844.8
VIC1668,car_dealership,automotive,3170,-37.912629,145.177577,2920757.53,5990236.23,152240.34
VIC1669,electronics_store,retail,3465,-37.040041,143.743705,419521.18,738374.01,60432.89
VIC1670,facility_management_office,property_services,3136,-37.791825,145.270498,594789.94,786842.97,69195.33
VIC1671,consulting_office,professional_services,3280,-38.407602,142.486507,3176859.79,3134434.42,551641.32
VIC1672,cleaning_services_depot,property_services,3018,-37.847098,144.835302,399771.03,433853.98,25000
VIC1673,consulting_office,professional_services,3136,-37.79195,145.264071,1104761.15,2315467.14,94718.62
VIC1674,mechanic_workshop,automotive,3000,-37.821554,144.963711,1465927.87,1513501.36,114548.89
VIC1675,parts_supplier,automotive,3585,-35.334031,143.577447,1594491.59,3312279.44,301183.1
VIC1676,transport_office,transport,3058,-37.732447,144.964915,669459.73,931488.66,71989.57
VIC1677,mechanic_workshop,automotive,3564,-36.131193,144.729008,1057068.69,586933.71,85649.34
VIC1678,vocational_campus,education,3550,-36.769524,144.253726,813068.07,1019890.65,75513.89
VIC1679,transport_office,transport,3011,-37.801123,144.880637,2055704.12,1616787.73,411652.52
VIC1680,contractor_office,construction,3810,-38.091218,145.488281,2783217.52,1208333.91,586202.84
VIC1681,legal_practice,professional_services,3931,-38.201546,145.05236,4689983.26,5175513.24,239834.7
VIC1682,allied_health_centre,healthcare,3028,-37.873149,144.740704,1618648.39,2931635.8,322294.87
VIC1683,entertainment_venue,recreation,3677,-36.328384,146.296081,458932.18,860702.28,69501.8
VIC1684,timber_processing,manufacturing,3690,-36.137473,146.874832,6127390.52,10200805.26,993105.44
VIC1685,catering_kitchen,hospitality,3058,-37.755827,144.956104,2548046.59,1290985.22,548133.33
VIC1686,visitor_centre,tourism,3305,-38.338777,141.631605,583675.49,545816.56,84276.19
VIC1687,clothing_store,retail,3066,-37.799663,144.988085,498938.17,707785.18,68471.06
VIC1688,cold_storage,logistics,3020,-37.803064,144.823646,3562134.1,6966837.15,330245.18
VIC1689,architecture_studio,professional_services,3006,-37.824058,144.962118,323831.36,578298.45,67244.57
VIC1690,data_centre_small,technology,3220,-38.135141,144.35622,521811.98,1077064.61,103021.8
VIC1691,grain_storage,agriculture,3280,-38.403965,142.474731,1366633.04,1727150.18,259185.35
VIC1692,mechanic_workshop,automotive,3030,-37.902906,144.733055,1415036.23,1777827.06,89189.71
VIC1693,beverage_distributor,wholesale_trade,3810,-38.096802,145.483475,6778811.17,9422269.78,789143.98
VIC1694,strata_management_office,property_services,3000,-37.823685,144.961666,1938052.87,3346664.81,298683.66
VIC1695,hardware_store,retail,3121,-37.829428,144.991769,3262706.2,2358616.68,223639.37
VIC1696,document_storage,storage,3450,-37.071069,144.226214,473752.74,626063.61,76041.14
VIC1697,holiday_apartments,tourism,3226,-38.271917,144.555655,150000,325024.42,25000
VIC1698,building_services_office,construction,3810,-38.051051,145.470266,910155.17,905412.99,79968.71
VIC1699,pub,hospitality,3280,-38.364944,142.497712,245244.99,151898.43,40347.15
VIC1700,disability_service_office,community_services,3168,-37.937,145.142387,202870.83,343893.95,25000
VIC1701,plumbing_wholesaler,wholesale_trade,3875,-37.818883,147.638999,1430019.07,776746.13,163279.27
VIC1702,furniture_store,retail,3030,-37.879058,144.657445,325181.52,256141.53,25000
VIC1703,hardware_store,retail,3043,-37.712607,144.863076,496414.67,420114.74,68828.11
VIC1704,takeaway_food,hospitality,3350,-37.553457,143.856132,150000,100000,28203.26
VIC1705,security_services_office,property_services,3189,-37.962855,145.031579,510756.11,648462.49,91666.11
VIC1706,equipment_storage,storage,3228,-38.316103,144.303759,1086168.45,1491862.51,72561.18
VIC1707,caravan_park,tourism,3630,-36.395917,145.429493,821496.49,1782258.4,55211.52
VIC1708,freight_depot,logistics,3140,-37.745965,145.360132,516376.41,430314.49,108870.38
VIC1709,clinic,healthcare,3008,-37.82318,144.94647,3870686.68,4482833.01,264481.31
VIC1710,contractor_office,construction,3134,-37.825704,145.252646,2124166.11,3279629.44,117710.36
VIC1711,packaging_facility,manufacturing,3043,-37.677828,144.896581,863464.78,341779.84,107336.79
VIC1712,bakery,hospitality,3121,-37.820803,145.00176,1357479.83,2713632.42,100335.17
VIC1713,accounting_firm,professional_services,3168,-37.907766,145.132394,1351590.54,2226888.94,58356.88
VIC1714,clinic,healthcare,3220,-38.146271,144.364686,150000,198562.32,25000
VIC1715,tour_operator,tourism,3305,-38.34458,141.603093,1698034.64,1669593.14,261598.1
VIC1716,caravan_park,tourism,3995,-38.602906,145.56589,947994.18,1061866.3,116888.77
VIC1717,materials_yard,construction,3140,-37.748599,145.354958,2758449.64,3103230.87,440481.24
VIC1718,clinic,healthcare,3066,-37.809695,144.983204,1929291.58,1074466.66,242754.86
VIC1719,winery_cellar_door,tourism,3300,-37.747216,142.031734,611243.03,444360.9,112822.05
VIC1720,restaurant,hospitality,3953,-38.464459,145.932271,314805.19,394665.92,67504.8
VIC1721,data_centre_small,technology,3000,-37.810654,144.95103,5582478.94,,1066643.55
VIC1722,pub,hospitality,3340,-37.661212,144.423877,161022.33,150735.93,30962.44
VIC1723,medical_imaging_clinic,healthcare,3006,-37.823013,144.972145,1081469.65,2137513.66,53121.2
VIC1724,facility_management_office,property_services,3377,-37.271055,142.931817,291016.86,356851.91,25000
VIC1725,plant_hire_yard,construction,3690,-36.115127,146.894547,162044.23,291828.35,35486.97
VIC1726,community_health_office,community_services,3189,-37.944085,145.041802,1350072.88,1580795.84,264205.13
VIC1727,pharmacy,healthcare,3136,-37.814413,145.268374,2415192.74,1035989.49,373132.94
VIC1728,neighbourhood_centre,community_services,3305,-38.34012,141.591744,1719772.91,1286852.53,221021.95
VIC1729,courier_depot,transport,3690,-36.091766,146.886458,1880606.86,3288871.26,253523.53
VIC1730,managed_services_office,technology,3630,-36.40673,145.396469,1172106.36,1550657.34,84507.33
VIC1731,tour_operator,tourism,3233,-38.766952,143.660744,1990098.8,2046335.15,87442.68
VIC1732,aged_care_facility,healthcare,3000,-37.815744,144.971746,1383346.04,2463675.5,227153
VIC1733,furniture_store,retail,3020,-37.78469,144.808948,1222430.03,2058529.34,119329.11
VIC1734,bakery,hospitality,3228,-38.333613,144.316254,575215.01,,71186.35
VIC1735,legal_practice,professional_services,3006,-37.823897,144.959724,300804.16,357810.61,42991.5
VIC1736,takeaway_food,hospitality,3199,-38.141768,145.115668,704592.67,1462307.32,55379.83
VIC1737,building_services_office,construction,3030,-37.901177,144.654649,1569282.63,3207113.17,316528.82
VIC1738,pharmacy,healthcare,3065,-37.797013,144.978686,1218692.22,2557158.42,144411.5
VIC1739,electrical_wholesaler,wholesale_trade,3168,-37.931694,145.125186,2471166.54,4072126.7,247062.17
VIC1740,taxi_operations_base,transport,3233,-38.763701,143.685354,2158017.27,3318584.56,427254.85
VIC1741,tour_operator,tourism,3722,-37.041247,146.106469,335639.23,678753.5,51579.84
VIC1742,contractor_office,construction,3630,-36.378573,145.386778,2759641.62,5988881.61,137828.48
VIC1743,self_storage_facility,storage,3170,-37.91673,145.166167,3474943.81,1411644.48,322636.34
VIC1744,electrical_wholesaler,wholesale_trade,3564,-36.126973,144.736506,4771393.64,8558144.02,760988.91
VIC1745,electronics_store,retail,3400,-36.729536,142.193265,952173.11,1241452.78,192485.16
VIC1746,self_storage_facility,storage,3677,-36.333562,146.32708,3585280.91,3834046.55,548451.44
VIC1747,consulting_office,professional_services,3065,-37.798704,144.979856,2224729.37,2272730.7,334838.99
VIC1748,taxi_operations_base,transport,3170,-37.935281,145.185758,1442519.76,1426922.9,138986.86
VIC1749,contractor_office,construction,3030,-37.926571,144.775597,2227220.66,1090610.8,374192.46
VIC1750,plant_hire_yard,construction,3175,-37.983414,145.205741,3073246.26,3086234.76,454108.42
VIC1751,car_dealership,automotive,3000,-37.81234,144.96271,835265.65,1000269.52,138959.62
VIC1752,light_manufacturing,manufacturing,3400,-36.711935,142.186811,242644.02,515208.15,42936.63
VIC1753,electronics_repair,technology,3030,-37.900765,144.768763,596021.87,197405.4,27649.52
